MAE,RMSE,MAPE,R2,model,test_zone,seen_MAE,seen_RMSE,seen_MAPE,MAE_degradation_pct,RMSE_degradation_pct,topo_distance_from_train
77.01422119140625,97.10356903076172,21.344141006469727,0.7359071373939514,Standard GCN,Whitefield,101.36803000313895,128.4856676374163,23.686898640223912,-24.025137719435374,-24.42459083857833,4.379831464877555
73.06034088134766,91.67835998535156,21.93656349182129,0.6936962604522705,Standard GCN,ElectronicCity,101.36803000313895,128.4856676374163,23.686898640223912,-27.925657745262217,-28.647014354888313,5.165179757365713
62.461387634277344,78.49500274658203,20.535694122314453,0.6625645160675049,Standard GCN,Yelahanka,101.36803000313895,128.4856676374163,23.686898640223912,-38.381570962419644,-38.90758075204685,5.711182549049869
73.75902557373047,92.61598205566406,20.494354248046875,0.7597528696060181,Topology-Adaptive GNN,Whitefield,95.81190708705357,119.95602743966239,22.93642098563058,-23.01684851475309,-22.79172290675457,4.379831464877555
69.74056243896484,87.20069122314453,21.015756607055664,0.7228859663009644,Topology-Adaptive GNN,ElectronicCity,95.81190708705357,119.95602743966239,22.93642098563058,-27.210965151127414,-27.306119513664058,5.165179757365713
62.621299743652344,78.18949890136719,19.987184524536133,0.6651859283447266,Topology-Adaptive GNN,Yelahanka,95.81190708705357,119.95602743966239,22.93642098563058,-34.641422295503034,-34.81819915994107,5.711182549049869
